time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,42.95364,-78.829562,196.0,62,0
1,0,1,2.37,0.0,0,42.953659,-78.829587,196.0,65,0
2,0,1,5.61,0.83,0,42.953679,-78.829614,196.0,71,0
3,0,1,8.92,1.71,0,42.953699,-78.829643,196.0,71,0
4,0,1,12.34,2.33,0,42.95372,-78.829673,196.0,74,0
5,0,1,15.88,2.75,1,42.95374,-78.829704,196.0,74,8
6,0,1,19.49,3.02,1,42.95376,-78.829737,196.0,73,3
7,0,1,23.16,3.27,1,42.95378,-78.829771,196.0,77,3
8,0,1,26.9,3.42,2,42.9538,-78.829807,196.0,78,3
9,0,1,30.71,3.63,2,42.95382,-78.829843,196.0,81,3
10,0,1,34.57,3.76,2,42.95384,-78.82988,196.0,83,3
11,0,1,38.47,3.84,2,42.95386,-78.829918,196.0,85,3
12,0,1,42.37,3.81,3,42.953879,-78.829957,196.0,90,3
13,0,1,46.3,3.72,3,42.953899,-78.829997,196.0,93,3
14,0,1,50.27,3.81,3,42.953918,-78.830037,196.1,94,3
15,0,1,54.3,3.9,3,42.953936,-78.830078,196.1,96,3
16,0,1,58.35,3.98,4,42.953954,-78.830119,196.1,97,3
17,0,1,62.41,3.95,4,42.953972,-78.83016,196.2,99,3
18,0,1,66.42,3.88,4,42.95399,-78.830201,196.2,100,3
19,0,1,70.41,3.7,5,42.954006,-78.830243,196.2,100,3
20,0,1,74.36,3.64,5,42.954023,-78.830284,196.2,103,3
21,0,1,78.3,3.54,5,42.954039,-78.830325,196.2,105,3
22,0,1,82.24,3.54,5,42.954054,-78.830366,196.2,108,3
23,0,1,86.18,3.55,6,42.954068,-78.830407,196.2,109,3
24,0,1,90.12,3.58,6,42.954082,-78.830448,196.2,110,3
25,0,1,94.06,3.59,6,42.954096,-78.830487,196.2,114,3
26,0,1,98.0,3.61,7,42.954108,-78.830527,196.2,116,3
27,0,1,101.93,3.6,7,42.95412,-78.830565,196.2,117,3
28,0,1,105.87,3.58,7,42.95413,-78.830603,196.2,120,3
29,0,1,109.81,3.56,7,42.95414,-78.83064,196.2,121,3
30,0,1,113.74,3.53,8,42.95415,-78.830676,196.1,121,3
31,0,1,117.67,3.49,8,42.954158,-78.830711,196.1,120,2
32,0,1,121.61,3.43,8,42.954165,-78.830744,196.1,120,4
33,0,1,125.54,3.34,8,42.954171,-78.830778,196.1,121,3
34,0,1,129.46,3.26,9,42.954177,-78.830811,196.0,122,2
35,0,1,133.39,3.21,9,42.954182,-78.830844,195.9,124,4
36,0,1,137.2,3.17,9,42.954186,-78.830878,195.8,123,2
37,0,1,140.91,3.14,10,42.95419,-78.830914,195.8,124,3
38,0,1,144.55,3.1,10,42.954193,-78.830952,195.7,126,3
39,0,1,148.16,3.09,10,42.954196,-78.830993,195.6,128,3
40,0,1,151.77,3.08,10,42.954199,-78.831037,195.4,128,3
41,0,1,155.41,3.09,11,42.954202,-78.831083,195.3,127,4
42,0,1,159.11,3.12,11,42.954204,-78.831131,195.2,129,3
43,0,1,162.84,3.16,11,42.954206,-78.831181,195.1,128,3
44,0,1,166.61,3.21,11,42.954207,-78.831231,195.0,129,3
45,0,1,170.39,3.25,12,42.954209,-78.831282,194.8,129,3
46,0,1,174.21,3.28,12,42.954209,-78.831332,194.7,128,3
47,0,1,178.03,3.32,12,42.954209,-78.831381,194.6,131,3
48,0,1,181.89,3.35,13,42.954209,-78.831429,194.5,131,3
49,0,1,185.76,3.38,13,42.954208,-78.831476,194.4,131,3
50,0,1,186.39,3.42,13,42.954207,-78.831521,194.3,132,3
51,0,1,189.99,3.47,13,42.954206,-78.831566,194.2,132,3
52,0,1,193.75,3.51,13,42.954204,-78.83161,194.1,133,3
53,0,1,197.61,3.55,14,42.954203,-78.831654,194.0,133,3
54,0,1,201.36,3.59,14,42.954202,-78.831697,193.9,134,3
55,0,1,201.36,3.59,14,42.954202,-78.831741,193.9,135,3
56,0,1,201.36,3.59,14,42.954201,-78.831785,193.8,135,3
57,0,1,204.84,3.59,14,42.954202,-78.831829,193.8,135,3
58,0,1,208.49,3.59,14,42.954202,-78.831874,193.7,136,3
59,0,1,212.15,3.59,15,42.954203,-78.831918,193.6,136,3
60,0,1,212.15,3.59,15,42.954205,-78.831962,193.6,136,3
61,0,1,212.15,3.58,15,42.954206,-78.832006,193.5,137,3
62,0,1,216.01,3.58,15,42.954207,-78.83205,193.5,139,3
63,0,1,223.45,3.58,16,42.954209,-78.832093,193.4,139,3
64,0,1,226.68,3.58,16,42.95421,-78.832136,193.4,139,3
65,0,1,229.86,3.58,16,42.954211,-78.83218,193.3,140,3
66,0,1,235.39,3.57,16,42.954212,-78.832223,193.2,139,3
67,0,1,238.67,3.57,17,42.954213,-78.832267,193.2,137,3
68,0,1,242.01,3.56,17,42.954214,-78.832312,193.1,138,3
69,0,1,246.01,3.56,17,42.954214,-78.832358,193.1,139,3
70,0,1,249.74,3.56,18,42.954214,-78.832406,193.0,140,3
71,0,1,253.34,3.56,18,42.954213,-78.832455,192.9,140,3
72,0,1,257.42,3.56,18,42.954212,-78.832506,192.9,141,3
73,0,1,261.2,3.56,18,42.954211,-78.832558,192.9,142,3
74,0,1,265.01,3.56,19,42.954209,-78.83261,192.9,143,3
75,0,1,269.51,3.56,19,42.954207,-78.832662,192.9,144,3
76,0,1,273.24,3.56,19,42.954205,-78.832714,192.9,145,3
77,0,1,276.85,3.56,19,42.954202,-78.832766,192.9,148,3
78,0,1,281.98,3.57,20,42.954199,-78.832816,192.9,150,3
79,0,1,285.82,3.57,20,42.954196,-78.832865,192.9,150,3
80,0,1,289.54,3.57,20,42.954192,-78.832914,192.9,152,3
81,0,1,294.82,3.57,21,42.954189,-78.832963,192.9,154,3
82,0,1,298.34,3.57,21,42.954187,-78.833012,192.9,154,2
83,0,1,302.0,3.57,21,42.954186,-78.833063,192.9,155,3
84,0,1,307.01,3.58,22,42.954186,-78.833115,192.9,154,4
85,0,1,311.0,3.58,22,42.954187,-78.833167,192.9,157,2
86,0,1,315.14,3.58,22,42.95419,-78.833217,192.9,158,4
87,0,1,319.1,3.58,23,42.954195,-78.833265,192.9,157,3
88,0,1,322.6,3.58,23,42.954201,-78.833312,192.9,158,3
89,0,1,325.9,3.58,23,42.954208,-78.833358,192.8,159,3
90,0,1,331.37,3.58,24,42.954214,-78.833405,192.8,162,3
91,0,1,335.12,3.58,24,42.954219,-78.833454,192.7,163,3
92,0,1,339.04,3.58,24,42.954223,-78.833503,192.6,164,2
93,0,1,343.05,3.58,24,42.954226,-78.833553,192.6,165,3
94,0,1,346.97,3.58,25,42.954229,-78.833604,192.5,169,3
95,0,1,350.99,3.58,25,42.954231,-78.833654,192.4,171,3
96,0,1,355.01,3.58,25,42.954233,-78.833705,192.4,170,3
97,0,1,358.94,3.59,25,42.954235,-78.833755,192.3,170,3
98,0,1,362.88,3.59,26,42.954236,-78.833804,192.3,170,3
99,0,1,367.23,3.59,26,42.954238,-78.833852,192.2,170,3
100,0,1,370.95,3.59,26,42.954239,-78.833898,192.2,170,3
101,0,1,374.6,3.59,27,42.954241,-78.833943,192.1,169,3
102,0,1,379.39,3.59,27,42.954243,-78.833986,192.1,168,4
103,0,1,382.82,3.59,27,42.954246,-78.834027,192.0,168,3
104,0,1,386.35,3.59,27,42.954248,-78.834067,192.0,169,3
105,0,1,390.47,3.59,28,42.954252,-78.834106,192.0,169,3
106,0,1,393.66,3.59,28,42.954256,-78.834145,191.9,170,2
107,0,1,396.68,3.59,28,42.954261,-78.834183,191.9,169,3
108,0,1,400.66,3.59,28,42.954266,-78.834222,191.8,170,3
109,0,1,403.5,3.58,29,42.954272,-78.834261,191.7,171,3
110,0,1,406.84,3.58,29,42.954279,-78.834302,191.6,172,3
111,0,1,409.55,3.58,29,42.954287,-78.834343,191.5,172,3
112,0,1,412.97,3.58,29,42.954295,-78.834384,191.4,172,3
113,0,1,416.53,3.58,30,42.954304,-78.834424,191.4,172,3
114,0,1,420.04,3.58,30,42.954312,-78.834464,191.3,173,3
