time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,42.958323,-78.837048,188.9,,0
1,0,1,0.0,0.0,0,42.95831,-78.837041,188.9,,0
2,0,1,1.69,1.08,0,42.958296,-78.837033,188.9,,0
3,0,1,3.74,1.24,0,42.958281,-78.837024,188.9,72,0
4,0,1,5.97,1.51,0,42.958265,-78.837014,188.9,72,0
5,0,1,8.27,1.83,0,42.958248,-78.837003,188.9,73,0
6,0,1,10.59,2.01,0,42.95823,-78.836992,188.9,73,8
7,0,1,12.94,2.11,1,42.958211,-78.83698,188.9,74,2
8,0,1,15.33,2.21,1,42.958191,-78.836968,188.9,73,3
9,0,1,17.75,2.27,1,42.958171,-78.836955,188.9,73,3
10,0,1,20.2,2.34,1,42.95815,-78.836941,188.9,75,2
11,0,1,22.71,2.43,1,42.958128,-78.836927,188.9,75,3
12,0,1,25.24,2.52,2,42.958106,-78.836913,188.9,77,3
13,0,1,27.81,2.55,2,42.958083,-78.836898,188.9,78,2
14,0,1,30.42,2.61,2,42.95806,-78.836883,188.9,79,3
15,0,1,33.08,2.69,2,42.958036,-78.836868,188.9,79,3
16,0,1,35.79,2.74,2,42.958012,-78.836853,189.0,79,2
17,0,1,38.54,2.85,3,42.957988,-78.836838,189.0,79,3
18,0,1,41.32,2.9,3,42.957964,-78.836822,189.0,81,3
19,0,1,44.11,2.87,3,42.95794,-78.836807,189.0,84,2
20,0,1,46.92,2.82,3,42.957916,-78.836792,189.1,83,3
21,0,1,49.75,2.81,4,42.957891,-78.836777,189.1,87,3
22,0,1,52.6,2.85,4,42.957867,-78.836762,189.2,88,3
23,0,1,55.45,2.86,4,42.957843,-78.836747,189.2,90,2
24,0,1,58.3,2.85,4,42.957819,-78.836732,189.2,91,3
25,0,1,61.15,2.85,4,42.957795,-78.836718,189.3,92,3
26,0,1,64.0,2.85,5,42.957771,-78.836704,189.3,92,3
27,0,1,66.85,2.86,5,42.957746,-78.83669,189.4,94,2
28,0,1,69.7,2.86,5,42.957721,-78.836676,189.5,97,3
29,0,1,72.55,2.88,5,42.957695,-78.836662,189.5,98,3
30,0,1,75.4,2.89,6,42.95767,-78.836649,189.6,99,3
31,0,1,78.25,2.89,6,42.957643,-78.836635,189.7,99,2
32,0,1,81.1,2.9,6,42.957618,-78.836622,189.7,101,3
33,0,1,83.95,2.91,6,42.957592,-78.836609,189.8,103,3
34,0,1,86.81,2.92,6,42.957567,-78.836597,189.8,100,3
35,0,1,89.66,2.92,7,42.957543,-78.836585,189.9,102,3
36,0,1,92.51,2.92,7,42.957519,-78.836573,190.0,103,2
37,0,1,95.37,2.92,7,42.957496,-78.836561,190.0,104,3
38,0,1,98.23,2.91,7,42.957473,-78.836549,189.9,105,3
39,0,1,101.08,2.91,8,42.95745,-78.836537,189.9,106,3
40,0,1,103.94,2.9,8,42.957428,-78.836525,189.9,106,2
41,0,1,106.8,2.88,8,42.957405,-78.836513,189.8,107,3
42,0,1,109.66,2.86,8,42.957382,-78.836501,189.8,107,3
43,0,1,112.51,2.83,9,42.957359,-78.836488,189.7,107,3
44,0,1,115.36,2.83,9,42.957336,-78.836475,189.7,107,3
45,0,1,118.22,2.83,9,42.957312,-78.836462,189.7,108,2
46,0,1,121.07,2.83,9,42.957288,-78.836448,189.6,107,3
47,0,1,123.92,2.83,9,42.957262,-78.836435,189.6,107,3
48,0,1,126.77,2.82,10,42.957236,-78.836421,189.6,108,3
49,0,1,129.62,2.82,10,42.957208,-78.836407,189.5,109,3
50,0,1,132.47,2.82,10,42.957179,-78.836392,189.5,109,3
51,0,1,138.28,2.81,11,42.957149,-78.836378,189.4,111,2
52,0,1,141.49,2.81,11,42.957118,-78.836363,189.4,112,3
53,0,1,144.83,2.81,11,42.957087,-78.836349,189.4,114,3
54,0,1,148.28,2.81,11,42.957057,-78.836333,189.4,116,3
55,0,1,151.53,2.81,12,42.957028,-78.836318,189.3,115,3
56,0,1,151.53,2.81,12,42.957,-78.836302,189.3,115,2
57,0,1,151.53,2.81,12,42.956972,-78.836286,189.3,116,3
58,0,1,154.56,2.81,12,42.956945,-78.83627,189.3,117,3
59,0,1,157.55,2.81,12,42.956919,-78.836254,189.3,118,3
