time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,43.00046,-78.788864,187.2,,0
1,0,1,0.0,0.0,0,43.000458,-78.788805,187.1,,0
2,0,1,4.62,3.99,0,43.00045,-78.788752,187.0,61,0
3,0,1,9.1,4.16,0,43.000436,-78.788704,186.9,62,0
4,0,1,13.78,4.21,1,43.000418,-78.788659,186.9,63,0
5,0,1,18.45,4.44,1,43.000396,-78.788618,186.8,64,0
6,0,1,23.13,4.44,1,43.000371,-78.788579,186.8,66,9
7,0,1,27.78,4.45,2,43.000345,-78.788542,186.8,69,3
8,0,1,32.4,4.37,2,43.000318,-78.788507,186.8,71,3
9,0,1,36.95,4.28,2,43.000291,-78.788472,186.8,74,3
10,0,1,41.34,4.2,2,43.000266,-78.788437,186.8,76,3
11,0,1,45.61,3.88,3,43.000244,-78.788401,186.8,79,4
12,0,1,49.8,3.67,3,43.000224,-78.788364,186.8,82,3
13,0,1,53.93,3.55,3,43.00021,-78.788324,186.8,84,3
14,0,1,58.04,3.49,4,43.0002,-78.788282,186.8,87,3
15,0,1,62.18,3.6,4,43.000197,-78.788236,186.8,89,3
16,0,1,66.35,3.87,4,43.000201,-78.788187,186.8,91,3
17,0,1,70.53,3.92,5,43.000213,-78.788132,186.9,93,3
18,0,1,74.75,3.98,5,43.000229,-78.788076,186.9,94,3
19,0,1,78.98,4.08,5,43.000248,-78.78802,186.9,95,3
20,0,1,83.23,4.08,5,43.000265,-78.787967,186.8,96,3
21,0,1,87.48,4.13,6,43.000277,-78.787919,186.8,97,4
22,0,1,91.72,3.97,6,43.000285,-78.787875,186.8,98,3
23,0,1,95.96,3.86,6,43.000288,-78.787832,186.8,100,3
24,0,1,100.2,3.61,7,43.000287,-78.787788,186.9,98,3
25,0,1,104.44,3.7,7,43.000281,-78.787742,186.9,100,3
26,0,1,108.68,3.81,7,43.000274,-78.787692,186.9,99,3
27,0,1,112.92,3.93,8,43.000267,-78.787638,187.0,101,3
28,0,1,117.16,4.04,8,43.000259,-78.787584,187.0,100,3
29,0,1,121.4,4.13,8,43.000249,-78.787531,187.1,101,3
30,0,1,125.64,4.19,8,43.000239,-78.78748,187.1,102,3
31,0,1,129.88,4.25,9,43.000227,-78.787431,187.1,104,3
32,0,1,134.13,4.32,9,43.000216,-78.787381,187.0,105,3
33,0,1,138.37,4.38,9,43.000205,-78.78733,187.0,105,3
34,0,1,142.62,4.4,10,43.000195,-78.787278,187.0,105,3
35,0,1,146.86,4.38,10,43.000186,-78.787225,186.9,105,3
36,0,1,151.11,4.38,10,43.000178,-78.78717,186.9,106,3
37,0,1,155.35,4.37,11,43.000171,-78.787114,186.8,106,4
38,0,1,159.6,4.36,11,43.000166,-78.787056,186.8,106,3
39,0,1,163.85,4.37,11,43.00016,-78.787,186.7,107,3
40,0,1,168.1,4.37,11,43.000155,-78.786944,186.7,108,3
41,0,1,172.34,4.37,12,43.000149,-78.78689,186.6,109,3
42,0,1,176.59,4.36,12,43.000143,-78.786839,186.6,109,2
43,0,1,180.84,4.35,12,43.000138,-78.78679,186.5,109,4
44,0,1,185.09,4.34,13,43.000132,-78.786742,186.5,110,2
45,0,1,189.34,4.34,13,43.000127,-78.786696,186.4,113,3
46,0,1,193.59,4.33,13,43.000122,-78.78665,186.4,113,3
47,0,1,197.84,4.33,14,43.000118,-78.786603,186.4,114,3
48,0,1,202.09,4.32,14,43.000113,-78.786553,186.5,115,3
49,0,1,206.34,4.33,14,43.000108,-78.786501,186.5,115,3
50,0,1,210.59,4.33,14,43.000102,-78.786445,186.5,116,3
51,0,1,211.42,4.33,15,43.000096,-78.786388,186.6,117,3
52,0,1,215.71,4.34,15,43.000091,-78.786331,186.6,116,4
53,0,1,220.46,4.34,15,43.000085,-78.786274,186.6,118,2
54,0,1,224.51,4.35,15,43.00008,-78.786218,186.7,119,4
55,0,1,228.29,4.34,16,43.000075,-78.786166,186.7,120,3
56,0,1,228.29,4.33,16,43.000071,-78.786116,186.7,123,3
57,0,1,228.29,4.32,16,43.000067,-78.786071,186.7,124,3
58,0,1,231.99,4.31,16,43.000063,-78.786026,186.8,126,3
59,0,1,236.0,4.3,16,43.000059,-78.785978,186.8,133,3
60,0,1,240.34,4.3,17,43.000054,-78.785923,186.8,136,3
61,0,1,244.95,4.3,17,43.000048,-78.785863,186.8,137,3
62,0,1,244.95,4.31,17,43.000048,-78.78581,186.8,138,3
63,0,1,244.95,4.31,17,43.000045,-78.785754,186.7,141,3
64,0,1,249.53,4.39,17,43.000039,-78.7857,186.7,145,3
65,0,1,253.93,4.51,18,43.000033,-78.785647,186.6,146,3
66,0,1,258.15,4.52,18,43.000027,-78.785594,186.6,148,2
67,0,1,264.59,4.52,18,43.00002,-78.785543,186.6,148,3
68,0,1,268.78,4.53,19,43.000013,-78.785491,186.5,149,3
69,0,1,273.3,4.53,19,43.000004,-78.78544,186.5,150,3
70,0,1,277.59,4.54,19,42.999996,-78.785388,186.4,151,3
71,0,1,281.55,4.54,20,42.999987,-78.785337,186.3,152,3
72,0,1,290.55,4.55,20,42.999979,-78.785286,186.2,154,3
73,0,1,294.97,4.55,20,42.999973,-78.785236,186.1,155,3
74,0,1,299.27,4.55,21,42.999968,-78.785186,186.1,155,3
75,0,1,309.91,4.55,21,42.999963,-78.785137,186.0,155,3
76,0,1,313.8,4.54,22,42.999959,-78.785089,185.9,159,3
77,0,1,317.54,4.53,22,42.999954,-78.785043,185.8,160,3
78,0,1,322.87,4.53,22,42.999949,-78.784996,185.8,162,3
79,0,1,326.75,4.52,23,42.999944,-78.784949,185.7,162,3
80,0,1,330.86,4.51,23,42.999939,-78.784901,185.6,165,3
81,0,1,334.81,4.51,23,42.999933,-78.784851,185.5,164,3
82,0,1,338.81,4.5,23,42.999928,-78.784801,185.4,163,3
83,0,1,338.81,4.49,23,42.999923,-78.784751,185.4,162,3
84,0,1,338.81,4.48,23,42.999919,-78.784705,185.3,162,3
85,0,1,342.43,4.46,24,42.999916,-78.784663,185.2,162,3
86,0,1,354.02,4.41,24,42.999914,-78.784624,185.2,162,4
87,0,1,357.31,4.25,24,42.999914,-78.784586,185.1,162,2
88,0,1,360.29,4.08,25,42.999916,-78.784549,185.1,163,4
89,0,1,363.77,3.85,25,42.999919,-78.784511,185.1,164,3
90,0,1,367.13,3.75,25,42.999922,-78.784472,185.1,166,3
91,0,1,367.22,3.68,25,42.999922,-78.784432,185.0,167,3
92,0,1,370.44,3.63,25,42.999921,-78.784393,185.0,167,3
93,0,1,374.14,3.61,26,42.99992,-78.784353,184.9,169,3
94,0,1,377.44,3.61,26,42.999921,-78.784312,184.9,169,3
95,0,1,380.64,3.6,26,42.999922,-78.784268,184.8,170,3
96,0,1,383.76,3.58,26,42.999923,-78.784221,184.8,171,3
97,0,1,387.97,3.6,27,42.999924,-78.78417,184.7,172,3
98,0,1,392.61,3.62,27,42.999925,-78.784117,184.7,172,3
99,0,1,397.39,3.66,27,42.999929,-78.784063,184.8,168,3
100,0,1,403.08,3.71,28,42.999934,-78.784011,184.8,166,3
101,0,1,407.26,3.74,28,42.999944,-78.783963,184.8,168,3
102,0,1,410.48,3.76,28,42.999958,-78.783921,184.9,166,3
103,0,1,414.31,3.75,29,42.999977,-78.783888,184.9,167,3
104,0,1,418.03,3.75,29,43.000003,-78.783866,185.0,168,3
105,0,1,420.56,3.75,29,43.000036,-78.783858,184.9,168,3
106,0,1,424.26,3.74,29,43.000073,-78.783857,184.8,170,3
107,0,1,434.27,3.74,30,43.00011,-78.783859,184.7,171,3
108,0,1,438.5,3.73,30,43.000144,-78.783857,184.6,170,3
109,0,1,441.86,3.74,31,43.000173,-78.783848,184.5,169,3
110,0,1,444.44,3.73,31,43.000197,-78.783831,184.4,169,3
111,0,1,447.5,3.7,31,43.000216,-78.783809,184.4,170,3
112,0,1,447.5,3.68,31,43.000232,-78.783784,184.4,171,3
113,0,1,447.5,3.67,31,43.000245,-78.783757,184.4,170,3
114,0,1,450.54,3.65,31,43.000256,-78.783729,184.4,170,3
115,0,1,453.69,3.63,31,43.000265,-78.783701,184.4,169,3
116,0,1,456.6,3.62,32,43.000273,-78.783671,184.5,170,3
117,0,1,459.75,3.6,32,43.000279,-78.78364,184.5,171,2
118,0,1,461.24,3.52,32,43.000284,-78.783609,184.5,171,3
119,0,1,463.21,3.43,32,43.000288,-78.783578,184.6,171,3
120,0,1,466.44,3.41,32,43.000291,-78.783548,184.6,171,3
121,0,1,468.72,3.36,33,43.000294,-78.783519,184.7,169,3
122,0,1,473.65,3.29,33,43.000297,-78.783492,184.7,167,2
123,0,1,476.06,3.22,33,43.000299,-78.783467,184.8,167,3
124,0,1,478.57,3.23,33,43.000301,-78.783445,184.8,167,2
125,0,1,480.9,3.24,34,43.000303,-78.783426,184.8,167,2
126,0,1,482.27,3.26,34,43.000306,-78.783411,184.9,168,2
127,0,1,488.81,3.28,34,43.00031,-78.7834,184.9,167,2
128,-1,,488.81,,,,,,,
