time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,42.954134,-78.830627,196.2,60,0
1,0,1,2.18,1.77,0,42.954143,-78.830642,196.2,62,0
2,0,1,4.47,1.78,0,42.954151,-78.830659,196.2,62,0
3,0,1,6.44,1.84,0,42.954159,-78.830679,196.2,62,0
4,0,1,8.27,1.59,0,42.954166,-78.830702,196.2,63,0
5,0,1,10.05,1.44,0,42.954172,-78.830726,196.1,63,0
6,0,1,11.87,1.39,0,42.954179,-78.830754,196.1,64,8
7,0,1,13.8,1.53,1,42.954185,-78.830783,196.0,65,3
8,0,1,15.95,1.86,1,42.95419,-78.830814,196.0,65,3
9,0,1,18.29,2.33,1,42.954195,-78.830846,195.9,67,3
10,0,1,20.76,2.57,1,42.9542,-78.830881,195.8,69,3
11,0,1,23.36,2.71,1,42.954204,-78.830916,195.7,69,3
12,0,1,26.04,2.81,2,42.954208,-78.830953,195.6,72,3
13,0,1,28.79,2.93,2,42.954212,-78.830991,195.5,73,2
14,0,1,31.6,2.95,2,42.954216,-78.83103,195.4,75,3
15,0,1,34.45,2.99,2,42.954219,-78.831069,195.3,77,3
16,0,1,37.34,2.89,2,42.954222,-78.831109,195.2,78,3
17,0,1,40.29,2.94,3,42.954225,-78.83115,195.1,80,3
18,0,1,43.29,3.06,3,42.954228,-78.831191,195.0,82,2
19,0,1,46.29,3.13,3,42.95423,-78.831231,194.9,86,3
20,0,1,49.29,3.01,3,42.954233,-78.831272,194.8,88,3
21,0,1,52.31,2.93,4,42.954235,-78.831313,194.7,90,3
22,0,1,55.33,2.91,4,42.954237,-78.831353,194.6,92,2
23,0,1,58.35,2.92,4,42.954239,-78.831393,194.5,95,3
24,0,1,61.37,2.97,4,42.95424,-78.831433,194.4,96,3
25,0,1,64.39,3.0,5,42.954241,-78.831473,194.4,97,3
26,0,1,67.41,3.02,5,42.954241,-78.831513,194.3,97,3
27,0,1,70.44,3.05,5,42.954242,-78.831552,194.2,98,3
28,0,1,73.46,3.08,5,42.954242,-78.83159,194.1,99,3
29,0,1,76.48,3.1,5,42.954241,-78.831629,194.0,102,2
30,0,1,79.51,3.12,6,42.954241,-78.831666,193.9,102,3
31,0,1,82.53,3.12,6,42.95424,-78.831704,193.9,105,3
32,0,1,85.55,3.12,6,42.95424,-78.83174,193.8,107,3
33,0,1,88.58,3.11,6,42.95424,-78.831777,193.8,108,3
34,0,1,91.6,3.11,7,42.954239,-78.831812,193.7,107,2
35,0,1,94.62,3.1,7,42.954239,-78.831847,193.7,108,3
36,0,1,97.65,3.09,7,42.95424,-78.831882,193.6,110,3
37,0,1,100.67,3.07,7,42.95424,-78.831916,193.6,112,3
38,0,1,103.7,3.05,8,42.954241,-78.831949,193.5,113,3
39,0,1,106.72,3.03,8,42.954243,-78.831981,193.5,115,3
40,0,1,109.74,3.01,8,42.954244,-78.832013,193.5,114,2
41,0,1,112.76,2.99,8,42.954246,-78.832045,193.4,115,3
42,0,1,115.78,2.97,9,42.954248,-78.832076,193.4,117,3
43,0,1,118.81,2.95,9,42.954249,-78.832108,193.3,117,3
44,0,1,121.83,2.94,9,42.954251,-78.832139,193.3,116,2
45,0,1,124.85,2.91,9,42.954252,-78.832171,193.2,116,3
46,0,1,127.86,2.88,9,42.954253,-78.832203,193.2,117,3
47,0,1,130.88,2.86,10,42.954253,-78.832236,193.1,116,3
48,0,1,133.9,2.84,10,42.954252,-78.832269,193.1,118,2
49,0,1,136.91,2.84,10,42.954251,-78.832303,193.1,120,3
50,0,1,142.22,2.83,11,42.954249,-78.832338,193.0,119,3
51,0,1,145.22,2.83,11,42.954247,-78.832373,193.0,119,2
52,0,1,148.08,2.83,11,42.954244,-78.832409,192.9,119,3
53,0,1,151.05,2.82,11,42.954241,-78.832445,192.9,120,3
54,0,1,153.95,2.82,12,42.954239,-78.832481,192.9,119,3
55,0,1,153.95,2.82,12,42.954237,-78.832517,192.8,118,3
56,0,1,153.95,2.82,12,42.954235,-78.832552,192.8,118,2
57,0,1,156.91,2.82,12,42.954235,-78.832586,192.8,118,3
58,0,1,159.52,2.81,12,42.954236,-78.83262,192.8,119,3
59,0,1,162.28,2.81,12,42.954237,-78.832653,192.8,121,3
60,0,1,162.28,2.81,12,42.954238,-78.832686,192.8,122,3
61,0,1,162.28,2.8,12,42.95424,-78.832719,192.8,119,2
62,0,1,164.94,2.79,12,42.954242,-78.832752,192.8,117,3
63,0,1,172.94,2.79,13,42.954243,-78.832785,192.8,116,3
64,0,1,175.83,2.8,13,42.954245,-78.832818,192.8,117,3
65,0,1,178.58,2.79,13,42.954246,-78.832852,192.8,116,2
66,0,1,181.76,2.78,14,42.954246,-78.832885,192.8,117,3
67,0,1,184.57,2.78,14,42.954247,-78.832919,192.8,117,3
