time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,42.953725,-78.829582,196.2,76,0
1,0,1,0.0,0.0,0,42.953729,-78.829585,196.2,78,0
2,0,1,0.17,0.33,0,42.953735,-78.829592,196.2,79,0
3,0,1,1.04,0.26,0,42.953741,-78.829602,196.2,81,0
4,0,1,2.25,0.54,0,42.953748,-78.829615,196.2,81,0
5,0,1,3.71,0.9,0,42.953757,-78.829631,196.2,82,0
6,0,1,5.39,1.31,0,42.953765,-78.82965,196.2,83,9
7,0,1,7.25,1.64,0,42.953775,-78.829671,196.2,83,2
8,0,1,9.28,1.93,0,42.953785,-78.829695,196.2,84,3
9,0,1,11.46,2.26,0,42.953796,-78.82972,196.2,86,3
10,0,1,13.78,2.54,1,42.953807,-78.829748,196.1,89,3
11,0,1,16.21,2.74,1,42.953818,-78.829777,196.1,89,3
12,0,1,18.71,2.86,1,42.95383,-78.829808,196.1,90,2
13,0,1,21.29,2.85,1,42.953843,-78.829841,196.1,91,3
14,0,1,23.94,2.91,1,42.953855,-78.829874,196.1,94,3
15,0,1,26.63,2.92,2,42.953868,-78.829909,196.1,95,3
16,0,1,29.33,2.84,2,42.953881,-78.829944,196.1,95,3
17,0,1,32.06,2.73,2,42.953894,-78.82998,196.1,95,3
18,0,1,34.8,2.7,2,42.953906,-78.830016,196.0,96,3
19,0,1,37.59,2.64,3,42.953919,-78.830052,196.1,98,2
20,0,1,40.42,2.69,3,42.953932,-78.830089,196.1,99,3
21,0,1,43.28,2.78,3,42.953944,-78.830125,196.1,100,3
22,0,1,46.16,2.82,3,42.953956,-78.830161,196.1,101,3
23,0,1,49.04,2.78,3,42.953968,-78.830196,196.1,100,3
24,0,1,51.92,2.77,4,42.95398,-78.830231,196.1,104,3
25,0,1,54.8,2.79,4,42.953992,-78.830265,196.1,106,2
26,0,1,57.68,2.81,4,42.954004,-78.830299,196.1,107,3
27,0,1,60.56,2.85,4,42.954016,-78.830331,196.1,107,3
28,0,1,63.45,2.88,5,42.954029,-78.830363,196.1,108,3
29,0,1,66.33,2.92,5,42.954042,-78.830393,196.2,109,3
30,0,1,69.22,2.96,5,42.954055,-78.830423,196.2,109,3
31,0,1,72.1,2.98,5,42.954068,-78.830452,196.2,109,2
32,0,1,74.99,2.99,5,42.954081,-78.830479,196.2,109,3
33,0,1,77.88,2.99,6,42.954093,-78.830506,196.2,111,3
34,0,1,80.76,2.98,6,42.954105,-78.830532,196.2,112,3
35,0,1,83.65,2.95,6,42.954115,-78.830557,196.2,112,2
36,0,1,86.54,2.86,6,42.954124,-78.830582,196.2,113,2
37,0,1,89.43,2.56,7,42.954131,-78.830606,196.2,113,3
38,0,1,92.31,2.29,7,42.954138,-78.83063,196.2,117,3
39,0,1,95.2,2.24,7,42.954143,-78.830655,196.2,118,2
40,0,1,98.01,2.2,7,42.954148,-78.83068,196.1,119,3
41,0,1,100.77,2.17,7,42.954152,-78.830705,196.1,119,3
42,0,1,103.48,2.15,8,42.954155,-78.830732,196.1,121,3
43,0,1,106.18,2.14,8,42.954158,-78.830761,196.1,120,2
44,0,1,108.91,2.15,8,42.954161,-78.83079,196.0,123,3
45,0,1,111.65,2.2,8,42.954163,-78.830821,196.0,124,3
46,0,1,114.38,2.25,9,42.954165,-78.830853,195.9,127,3
47,0,1,117.08,2.3,9,42.954166,-78.830886,195.9,127,3
48,0,1,119.81,2.3,9,42.954168,-78.83092,195.8,127,2
49,0,1,122.56,2.32,9,42.954169,-78.830955,195.7,126,3
50,0,1,125.34,2.33,9,42.95417,-78.830991,195.6,125,3
51,0,1,131.42,2.34,10,42.95417,-78.831028,195.5,126,3
52,0,1,134.42,2.36,10,42.954171,-78.831065,195.4,124,3
53,0,1,137.47,2.37,10,42.954171,-78.831102,195.3,124,3
54,0,1,140.3,2.38,11,42.954171,-78.83114,195.3,123,3
55,0,1,143.4,2.39,11,42.954171,-78.831179,195.2,124,2
56,0,1,143.4,2.43,11,42.954171,-78.831217,195.1,124,3
57,0,1,143.4,2.48,11,42.954171,-78.831256,195.0,127,3
58,0,1,146.66,2.56,11,42.954171,-78.831295,194.9,130,3
59,0,1,149.53,2.64,11,42.95417,-78.831334,194.8,130,3
60,0,1,152.37,2.68,12,42.95417,-78.831373,194.7,129,2
61,0,1,152.37,2.71,12,42.95417,-78.831412,194.6,127,3
62,0,1,152.37,2.71,12,42.95417,-78.83145,194.5,125,3
63,0,1,155.64,2.72,12,42.954169,-78.831489,194.4,124,3
64,0,1,163.48,2.72,12,42.954169,-78.831528,194.3,125,3
65,0,1,166.8,2.72,13,42.954169,-78.831567,194.2,124,3
66,0,1,170.09,2.73,13,42.954169,-78.831605,194.1,124,3
67,0,1,174.3,2.73,13,42.954169,-78.831643,194.1,124,2
68,0,1,177.78,2.73,13,42.954169,-78.831681,194.0,124,3
69,0,1,181.17,2.74,14,42.954169,-78.831719,193.9,124,3
70,0,1,183.72,2.74,14,42.954169,-78.831756,193.9,123,3
71,0,1,186.63,2.75,14,42.954169,-78.831793,193.8,124,3
72,0,1,189.59,2.75,14,42.95417,-78.83183,193.8,123,2
73,0,1,192.8,2.76,15,42.954171,-78.831867,193.8,123,3
74,0,1,195.96,2.76,15,42.954171,-78.831903,193.7,123,3
75,0,1,198.94,2.76,15,42.954172,-78.83194,193.7,122,3
76,0,1,201.27,2.76,15,42.954174,-78.831976,193.6,122,3
