time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,43.005269,-78.782922,174.9,,0
1,0,1,0.0,0.0,0,43.005266,-78.782934,174.9,,0
2,0,1,0.0,0.0,0,43.005264,-78.782946,174.9,60,0
3,0,1,0.92,0.0,0,43.005262,-78.782957,174.9,59,0
4,0,1,1.85,0.42,0,43.005262,-78.782967,174.8,61,0
5,0,1,2.78,0.66,0,43.005263,-78.782977,174.8,61,0
6,0,1,3.69,0.79,0,43.005264,-78.782986,174.8,61,0
7,0,1,4.61,0.81,0,43.005266,-78.782993,174.9,61,0
8,0,1,5.55,0.89,0,43.005269,-78.783,174.9,60,0
9,0,1,6.47,0.93,0,43.005273,-78.783006,174.9,61,8
10,0,1,7.4,0.9,0,43.005278,-78.783011,174.9,61,1
11,0,1,8.3,0.95,0,43.005283,-78.783015,175.0,62,2
12,0,1,9.2,0.84,0,43.005289,-78.783017,175.0,62,1
13,0,1,10.12,0.89,0,43.005295,-78.783019,175.0,62,2
14,0,1,11.01,0.92,0,43.005303,-78.783019,175.1,64,2
15,0,1,11.91,0.91,0,43.00531,-78.783018,175.1,64,2
16,0,1,12.81,0.9,0,43.005319,-78.783015,175.2,61,0
17,0,1,13.7,0.89,0,43.005328,-78.783011,175.3,64,1
18,0,1,14.59,0.89,1,43.005337,-78.783005,175.3,64,2
19,0,1,15.51,0.88,1,43.005347,-78.782999,175.4,61,2
20,0,1,16.45,0.88,1,43.005357,-78.782992,175.5,63,3
21,0,1,17.42,0.9,1,43.005367,-78.782985,175.6,64,1
22,0,1,18.44,0.91,1,43.005378,-78.782978,175.7,65,1
23,0,1,19.46,0.94,1,43.005388,-78.782972,175.7,66,2
24,0,1,20.48,0.97,1,43.005397,-78.782968,175.8,67,1
25,0,1,21.5,1.0,1,43.005406,-78.782966,175.9,68,2
26,0,1,22.52,1.02,1,43.005415,-78.782966,175.9,68,1
27,0,1,23.54,1.03,1,43.005423,-78.782969,176.0,69,2
28,0,1,24.56,1.04,1,43.00543,-78.782974,176.0,69,2
29,0,1,25.58,1.03,1,43.005437,-78.782981,176.1,70,1
30,0,1,26.6,1.03,1,43.005444,-78.782989,176.1,69,3
31,0,1,27.62,1.03,1,43.00545,-78.782998,176.1,68,1
32,0,1,28.64,1.02,1,43.005458,-78.783008,176.2,68,2
33,0,1,29.66,1.02,2,43.005465,-78.783017,176.2,69,2
34,0,1,30.68,1.02,2,43.005474,-78.783025,176.3,70,1
35,0,1,31.7,1.03,2,43.005483,-78.783032,176.3,70,2
36,0,1,32.72,1.03,2,43.005494,-78.783037,176.4,72,1
37,0,1,33.74,1.04,2,43.005505,-78.783041,176.5,73,2
38,0,1,34.76,1.05,2,43.005517,-78.783042,176.5,73,1
39,0,1,35.78,1.06,2,43.005529,-78.783042,176.6,73,2
40,0,1,36.8,1.07,2,43.005542,-78.783038,176.7,73,2
41,0,1,37.82,1.08,2,43.005554,-78.783034,176.8,73,2
42,0,1,38.84,1.08,2,43.005567,-78.783028,176.9,74,1
