time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,42.953798,-78.829617,196.3,,0
1,0,1,0.0,0.0,0,42.953797,-78.829619,196.3,,0
2,0,1,0.64,0.0,0,42.953798,-78.829625,196.3,,0
3,0,1,1.64,0.29,0,42.953799,-78.829633,196.3,,0
4,0,1,2.58,0.61,0,42.9538,-78.829643,196.3,,0
5,0,1,3.5,0.73,0,42.953803,-78.829656,196.3,62,0
6,0,1,4.49,0.81,0,42.953806,-78.829671,196.3,62,0
7,0,1,5.6,0.97,0,42.95381,-78.829687,196.3,64,0
8,0,1,6.9,1.13,0,42.953815,-78.829705,196.2,64,0
9,0,1,8.32,1.31,0,42.95382,-78.829724,196.2,64,0
10,0,1,9.83,1.52,0,42.953826,-78.829744,196.2,64,8
11,0,1,11.43,1.62,0,42.953832,-78.829764,196.2,66,2
12,0,1,13.11,1.72,0,42.953839,-78.829786,196.2,67,3
13,0,1,14.81,1.73,0,42.953846,-78.829807,196.2,67,3
14,0,1,16.57,1.63,1,42.953853,-78.829828,196.2,67,3
15,0,1,18.4,1.7,1,42.953861,-78.829849,196.1,68,2
16,0,1,20.27,1.8,1,42.953869,-78.82987,196.1,69,3
17,0,1,22.16,1.84,1,42.953877,-78.82989,196.1,70,3
18,0,1,24.02,1.81,1,42.953885,-78.829909,196.1,71,2
19,0,1,25.86,1.64,1,42.953894,-78.829927,196.1,72,3
20,0,1,27.67,1.53,1,42.953902,-78.829943,196.1,73,2
21,0,1,29.49,1.51,2,42.953911,-78.829959,196.1,74,3
22,0,1,31.33,1.49,2,42.95392,-78.829975,196.2,75,3
23,0,1,33.16,1.54,2,42.953929,-78.829991,196.2,75,2
24,0,1,34.99,1.55,2,42.953939,-78.830009,196.2,77,3
25,0,1,36.82,1.6,2,42.95395,-78.830028,196.2,79,2
26,0,1,38.65,1.65,2,42.953961,-78.830051,196.2,82,3
27,0,1,40.48,1.7,2,42.953973,-78.830075,196.2,83,3
28,0,1,42.31,1.74,2,42.953984,-78.830101,196.2,84,2
29,0,1,44.14,1.78,3,42.953996,-78.830127,196.3,83,3
30,0,1,45.97,1.84,3,42.954007,-78.830154,196.3,87,3
31,0,1,47.81,1.91,3,42.954017,-78.83018,196.3,90,2
32,0,1,49.64,1.94,3,42.954025,-78.830205,196.3,93,3
33,0,1,51.48,1.96,3,42.954033,-78.830228,196.3,93,2
34,0,1,53.31,1.96,3,42.95404,-78.830251,196.3,94,3
35,0,1,55.15,1.97,3,42.954047,-78.830273,196.3,95,3
36,0,1,56.99,1.97,4,42.954053,-78.830294,196.3,98,3
37,0,1,58.83,1.97,4,42.954059,-78.830314,196.3,99,2
38,0,1,60.67,1.95,4,42.954066,-78.830335,196.3,99,3
39,0,1,62.51,1.93,4,42.954073,-78.830355,196.3,100,3
40,0,1,64.35,1.91,4,42.954079,-78.830375,196.3,100,2
41,0,1,66.19,1.89,4,42.954086,-78.830396,196.3,100,3
42,0,1,68.03,1.88,4,42.954093,-78.830416,196.3,101,3
43,0,1,69.87,1.87,5,42.9541,-78.830437,196.3,104,3
44,0,1,71.71,1.86,5,42.954107,-78.830458,196.3,107,2
45,0,1,73.55,1.84,5,42.954114,-78.830479,196.3,109,3
46,0,1,75.39,1.83,5,42.95412,-78.830502,196.3,109,3
47,0,1,77.23,1.82,5,42.954126,-78.830525,196.3,110,2
48,0,1,79.07,1.82,5,42.954132,-78.830549,196.2,112,3
49,0,1,80.91,1.82,5,42.954138,-78.830574,196.2,112,3
50,0,1,82.75,1.82,6,42.954143,-78.8306,196.2,115,3
51,0,1,83.16,1.81,6,42.954148,-78.830627,196.2,117,2
52,0,1,85.06,1.82,6,42.954152,-78.830655,196.2,118,3
53,0,1,86.96,1.83,6,42.954157,-78.830683,196.2,121,3
54,0,1,88.86,1.83,6,42.954161,-78.830712,196.1,121,3
55,0,1,90.76,1.83,6,42.954165,-78.830742,196.1,123,2
56,0,1,90.76,1.84,6,42.954169,-78.830772,196.1,124,3
57,0,1,90.76,1.86,6,42.954172,-78.830802,196.0,125,3
58,0,1,92.66,1.87,6,42.954176,-78.830832,196.0,125,3
59,0,1,94.57,1.89,6,42.95418,-78.830861,195.9,125,2
60,0,1,96.47,1.9,7,42.954184,-78.830891,195.8,126,3
61,0,1,97.54,1.91,7,42.954188,-78.830919,195.7,126,3
62,0,1,99.45,1.92,7,42.954192,-78.830947,195.7,127,2
63,0,1,101.36,1.93,7,42.954196,-78.830974,195.6,126,3
64,0,1,109.35,1.94,7,42.9542,-78.831,195.5,126,3
65,0,1,111.27,1.94,8,42.954204,-78.831026,195.5,128,2
66,0,1,113.18,1.96,8,42.954208,-78.83105,195.4,128,3
67,0,1,117.25,1.97,8,42.954211,-78.831074,195.3,129,3
68,0,1,119.16,1.97,8,42.954215,-78.831096,195.3,129,3
69,0,1,121.08,1.97,8,42.954219,-78.831118,195.2,128,2
70,0,1,124.27,1.97,9,42.954222,-78.831139,195.2,131,3
71,0,1,126.19,1.97,9,42.954225,-78.83116,195.1,132,3
72,0,1,128.11,1.97,9,42.954228,-78.83118,195.1,131,3
73,0,1,130.43,1.97,9,42.954231,-78.831199,195.0,132,2
74,0,1,132.35,1.97,9,42.954233,-78.831217,195.0,133,3
75,0,1,134.27,1.97,9,42.954235,-78.831235,194.9,133,2
76,0,1,136.38,1.97,10,42.954236,-78.83125,194.9,134,2
77,0,1,138.3,1.97,10,42.954237,-78.83126,194.9,135,2
78,0,1,140.22,1.96,10,42.954237,-78.831265,194.8,134,3
79,0,1,140.24,1.96,10,42.954237,-78.831265,194.8,131,2
80,0,1,142.21,1.95,10,42.954236,-78.831264,194.8,127,0
81,0,1,143.25,1.93,10,42.954236,-78.831263,194.8,127,0
82,0,1,143.47,1.91,10,42.954235,-78.831262,194.8,126,0
83,0,1,143.47,1.89,10,42.954235,-78.831263,194.8,124,0
84,0,1,143.47,1.84,10,42.954235,-78.831263,194.8,124,0
85,0,1,143.47,0.0,10,42.954236,-78.831264,194.8,125,0
86,0,1,143.47,0.0,10,42.954237,-78.831264,194.8,124,0
87,0,1,143.47,0.0,10,42.954237,-78.831264,194.8,125,0
88,0,1,143.47,0.0,10,42.954237,-78.831265,194.8,124,0
89,0,1,143.47,0.0,10,42.954235,-78.831266,194.8,123,0
90,0,1,143.47,0.0,10,42.95423,-78.83127,194.8,124,0
91,0,1,144.0,0.0,10,42.954224,-78.831278,194.8,122,0
92,0,1,145.55,0.25,10,42.954218,-78.831294,194.8,122,0
93,0,1,147.1,0.81,11,42.954216,-78.831319,194.8,122,0
94,0,1,149.48,1.4,11,42.954215,-78.831354,194.7,122,0
95,0,1,152.46,1.92,11,42.954217,-78.831394,194.6,122,8
96,0,1,155.77,2.3,11,42.95422,-78.831438,194.5,123,3
97,0,1,159.49,2.65,12,42.954225,-78.831484,194.4,125,2
98,0,1,163.7,3.06,12,42.95423,-78.831529,194.2,125,3
99,0,1,166.5,3.35,12,42.954236,-78.83157,194.1,126,3
100,0,1,169.33,3.34,12,42.954242,-78.83161,194.0,126,2
101,0,1,172.19,3.17,12,42.954247,-78.831647,193.9,125,3
102,0,1,172.19,3.01,13,42.954252,-78.831683,193.9,125,3
103,0,1,178.94,2.93,13,42.954257,-78.831718,193.8,125,3
104,0,1,183.61,2.93,13,42.954262,-78.831754,193.8,129,3
105,0,1,186.33,2.93,14,42.954266,-78.83179,193.7,128,2
106,0,1,189.13,2.93,14,42.954268,-78.831828,193.7,129,3
107,0,1,192.33,2.93,14,42.95427,-78.831867,193.6,131,3
108,0,1,195.62,2.93,14,42.954272,-78.831906,193.6,132,3
109,0,1,198.8,2.93,15,42.954273,-78.831946,193.5,132,3
110,0,1,202.07,2.93,15,42.954273,-78.831985,193.4,131,3
111,0,1,205.25,2.93,15,42.954272,-78.832023,193.4,131,3
112,0,1,208.46,2.93,15,42.954272,-78.832061,193.3,130,3
113,0,1,211.55,2.93,16,42.954271,-78.832097,193.3,131,3
114,0,1,214.24,2.93,16,42.954269,-78.832132,193.3,132,3
115,0,1,216.92,2.93,16,42.954268,-78.832167,193.2,134,2
