time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,42.953842,-78.829602,196.5,94,0
1,0,1,0.0,0.0,0,42.953856,-78.829601,196.5,95,0
2,0,1,2.08,1.62,0,42.953868,-78.829604,196.6,95,0
3,0,1,3.05,1.67,0,42.95388,-78.829612,196.6,96,0
4,0,1,4.5,1.62,0,42.953891,-78.829625,196.6,96,0
5,0,1,6.18,1.58,0,42.953902,-78.829642,196.6,95,0
6,0,1,7.99,1.79,0,42.953912,-78.829663,196.6,94,9
7,0,1,10.0,1.9,0,42.953922,-78.829686,196.6,92,2
8,0,1,12.16,2.22,0,42.953932,-78.829713,196.6,90,3
9,0,1,14.46,2.48,1,42.953941,-78.829741,196.6,89,3
10,0,1,16.89,2.68,1,42.953951,-78.829772,196.6,89,3
11,0,1,19.42,2.87,1,42.953961,-78.829804,196.6,90,3
12,0,1,22.03,2.93,1,42.953971,-78.829838,196.5,90,3
13,0,1,24.7,2.93,1,42.953982,-78.829872,196.5,91,3
14,0,1,27.41,2.89,2,42.953993,-78.829906,196.5,93,2
15,0,1,30.16,2.83,2,42.954004,-78.829941,196.5,94,3
16,0,1,32.93,2.83,2,42.954017,-78.829974,196.5,95,3
17,0,1,35.72,2.74,2,42.95403,-78.830007,196.5,99,3
18,0,1,38.52,2.68,3,42.954044,-78.830039,196.5,101,3
19,0,1,41.35,2.68,3,42.954058,-78.83007,196.5,102,2
20,0,1,44.2,2.71,3,42.954073,-78.830101,196.6,101,3
21,0,1,47.07,2.73,3,42.954088,-78.830131,196.6,102,3
22,0,1,49.98,2.77,3,42.954103,-78.830161,196.6,105,3
23,0,1,52.89,2.87,4,42.954118,-78.830191,196.6,106,3
24,0,1,55.8,2.88,4,42.954133,-78.83022,196.6,108,3
25,0,1,58.71,2.9,4,42.954148,-78.83025,196.6,108,3
26,0,1,61.62,2.92,4,42.954162,-78.83028,196.6,110,2
27,0,1,64.53,2.95,5,42.954176,-78.83031,196.6,111,3
28,0,1,67.44,2.98,5,42.954189,-78.83034,196.5,112,3
29,0,1,70.35,2.99,5,42.954202,-78.830371,196.4,112,3
30,0,1,73.26,3.0,5,42.954213,-78.830403,196.4,114,3
31,0,1,76.17,3.0,5,42.954224,-78.830435,196.3,114,2
32,0,1,79.08,2.99,6,42.954233,-78.830469,196.2,117,3
33,0,1,81.99,3.0,6,42.954241,-78.830503,196.2,118,3
34,0,1,84.9,2.99,6,42.954249,-78.830538,196.1,118,3
35,0,1,87.81,2.99,6,42.954255,-78.830573,196.1,120,3
36,0,1,90.72,2.98,7,42.95426,-78.830609,196.0,122,2
37,0,1,93.63,2.96,7,42.954265,-78.830645,196.0,123,3
38,0,1,96.54,2.94,7,42.954269,-78.830681,195.9,124,3
39,0,1,99.46,2.93,7,42.954272,-78.830717,195.9,125,3
40,0,1,102.37,2.92,8,42.954275,-78.830753,195.8,126,3
41,0,1,105.28,2.91,8,42.954278,-78.830789,195.8,128,3
42,0,1,108.19,2.91,8,42.954279,-78.830825,195.7,127,3
43,0,1,111.1,2.91,8,42.954281,-78.830861,195.7,124,2
44,0,1,114.01,2.9,8,42.954281,-78.830898,195.6,124,3
45,0,1,116.92,2.89,9,42.954281,-78.830934,195.5,127,3
46,0,1,119.83,2.89,9,42.95428,-78.830971,195.4,127,3
47,0,1,122.74,2.88,9,42.954278,-78.831009,195.3,126,3
48,0,1,125.65,2.88,9,42.954276,-78.831046,195.3,127,3
49,0,1,128.56,2.87,10,42.954273,-78.831084,195.2,126,3
50,0,1,131.48,2.88,10,42.954269,-78.831123,195.1,126,2
51,0,1,144.36,2.87,10,42.954265,-78.831161,195.0,126,3
52,0,1,147.46,2.87,11,42.954261,-78.8312,194.9,126,3
53,0,1,150.67,2.87,11,42.954256,-78.831239,194.9,129,3
54,0,1,153.69,2.87,11,42.954251,-78.831278,194.8,129,3
55,0,1,156.71,2.86,11,42.954246,-78.831317,194.7,128,3
56,0,1,156.71,2.88,11,42.954241,-78.831356,194.6,128,3
57,0,1,156.71,2.87,11,42.954236,-78.831395,194.5,128,2
58,0,1,159.66,2.86,12,42.954231,-78.831435,194.5,129,3
59,0,1,162.77,2.86,12,42.954226,-78.831474,194.4,130,3
60,0,1,165.92,2.86,12,42.954221,-78.831513,194.3,131,3
61,0,1,165.92,2.86,12,42.954217,-78.831552,194.2,131,3
62,0,1,165.92,2.86,12,42.954213,-78.831591,194.1,131,3
63,0,1,169.22,2.86,12,42.95421,-78.831629,194.0,132,3
64,0,1,178.16,2.86,13,42.954207,-78.831667,194.0,133,2
65,0,1,181.41,2.86,13,42.954204,-78.831705,193.9,134,3
66,0,1,184.57,2.86,13,42.954202,-78.831742,193.9,133,3
67,0,1,188.91,2.86,14,42.954201,-78.831778,193.8,132,3
68,0,1,191.7,2.86,14,42.954201,-78.831813,193.8,132,3
69,0,1,194.42,2.85,14,42.954201,-78.831847,193.7,131,2
70,0,1,198.01,2.85,14,42.954202,-78.831881,193.7,130,3
71,0,1,200.73,2.86,15,42.954204,-78.831913,193.6,130,3
72,0,1,203.6,2.86,15,42.954206,-78.831945,193.6,131,3
73,0,1,205.86,2.86,15,42.954208,-78.831976,193.6,131,3
74,0,1,208.67,2.84,15,42.954211,-78.832008,193.5,131,2
75,0,1,211.24,2.82,15,42.954213,-78.83204,193.5,131,3
76,0,1,213.92,2.82,16,42.954215,-78.832073,193.4,130,3
77,0,1,216.6,2.85,16,42.954217,-78.832107,193.4,130,3
78,0,1,219.16,2.87,16,42.954218,-78.832143,193.3,128,3
79,0,1,221.53,2.87,16,42.954219,-78.832179,193.3,128,3
80,0,1,224.54,2.83,16,42.954219,-78.832216,193.2,127,2
81,0,1,227.52,2.82,17,42.954218,-78.832254,193.2,128,3
82,0,1,230.34,2.82,17,42.954218,-78.832293,193.1,127,3
83,0,1,233.25,2.82,17,42.954217,-78.832331,193.1,127,3
84,0,1,233.25,2.83,17,42.954216,-78.832369,193.0,129,3
85,0,1,233.25,2.83,17,42.954215,-78.832406,193.0,130,2
86,0,1,236.15,2.83,17,42.954215,-78.832443,193.0,129,3
87,0,1,245.3,2.83,18,42.954214,-78.832479,192.9,128,3
88,0,1,248.09,2.83,18,42.954214,-78.832514,192.9,129,3
89,0,1,250.88,2.84,18,42.954214,-78.83255,192.9,130,3
90,0,1,255.2,2.85,19,42.954216,-78.832586,192.9,129,3
91,0,1,258.08,2.84,19,42.954219,-78.832622,192.9,131,2
92,0,1,261.14,2.84,19,42.954223,-78.832659,192.9,132,3
93,0,1,264.24,2.83,19,42.954228,-78.832697,192.8,132,3
94,0,1,267.45,2.85,20,42.954233,-78.832735,192.8,133,3
95,0,1,267.45,2.86,20,42.954237,-78.832774,192.8,133,3
96,0,1,267.45,2.87,20,42.954239,-78.832813,192.8,136,3
97,0,1,270.41,2.87,20,42.954236,-78.832851,192.8,136,3
98,0,1,273.19,2.87,20,42.954231,-78.832889,192.8,136,2
99,0,1,276.22,2.88,20,42.954225,-78.832926,192.8,135,3
100,0,1,279.74,2.88,21,42.954219,-78.832963,192.8,136,3
101,0,1,282.86,2.88,21,42.954214,-78.832998,192.9,136,3
102,0,1,285.77,2.87,21,42.954212,-78.833033,192.9,133,3
103,0,1,293.96,2.87,22,42.95421,-78.833067,192.9,133,3
104,0,1,296.48,2.88,22,42.954209,-78.833102,192.9,132,2
105,0,1,299.12,2.87,22,42.95421,-78.833136,192.9,132,3
106,0,1,302.87,2.87,22,42.95421,-78.833172,192.9,132,3
107,0,1,305.86,2.87,23,42.95421,-78.833208,192.9,133,3
108,0,1,308.64,2.87,23,42.954211,-78.833246,192.8,133,3
109,0,1,311.35,2.87,23,42.95421,-78.833285,192.8,134,3
110,0,1,314.25,2.87,23,42.95421,-78.833325,192.8,132,3
111,0,1,317.45,2.89,23,42.95421,-78.833365,192.8,131,3
112,0,1,320.89,2.88,24,42.954209,-78.833406,192.8,131,2
113,0,1,324.13,2.87,24,42.954209,-78.833447,192.7,131,3
114,0,1,324.13,2.87,24,42.954208,-78.833488,192.7,132,3
115,0,1,324.13,2.87,24,42.954208,-78.833529,192.6,133,3
116,0,1,327.27,2.87,24,42.954208,-78.83357,192.6,135,3
117,0,1,330.3,2.87,24,42.954209,-78.833609,192.6,136,3
118,0,1,333.31,2.87,25,42.954209,-78.833649,192.5,136,2
119,0,1,338.4,2.87,25,42.954211,-78.833687,192.5,136,3
120,0,1,341.64,2.87,25,42.954213,-78.833725,192.4,136,3
121,0,1,344.98,2.87,26,42.954215,-78.833762,192.4,137,3
122,0,1,353.32,2.88,26,42.954219,-78.833798,192.3,138,3
123,0,1,356.31,2.88,26,42.954223,-78.833833,192.3,137,3
124,0,1,359.11,2.88,27,42.954229,-78.833868,192.2,138,3
125,0,1,363.88,2.88,27,42.954235,-78.833902,192.2,138,2
126,0,1,366.92,2.88,27,42.954241,-78.833935,192.1,137,3
127,0,1,369.91,2.88,27,42.954248,-78.833968,192.1,136,3
128,0,1,372.8,2.88,28,42.954254,-78.834,192.1,136,3
129,0,1,375.77,2.88,28,42.954261,-78.834032,192.0,136,3
130,0,1,378.58,2.88,28,42.954268,-78.834064,192.0,137,3
131,0,1,381.89,2.89,28,42.954274,-78.834095,191.9,137,3
132,0,1,384.58,2.89,28,42.95428,-78.834127,191.9,136,2
133,0,1,387.27,2.89,29,42.954287,-78.834159,191.9,136,3
134,0,1,389.94,2.89,29,42.954293,-78.83419,191.8,135,3
135,0,1,392.85,2.89,29,42.954299,-78.834221,191.7,135,3
136,0,1,396.08,2.9,29,42.954306,-78.834253,191.7,138,3
137,0,1,397.76,2.9,29,42.954314,-78.834284,191.6,138,3
138,0,1,400.59,2.9,30,42.954322,-78.834315,191.6,139,2
139,0,1,403.36,2.9,30,42.954331,-78.834346,191.5,140,3
140,0,1,406.57,2.9,30,42.95434,-78.834377,191.4,138,3
141,0,1,409.44,2.91,30,42.954349,-78.834408,191.4,137,3
142,0,1,412.48,2.91,31,42.954358,-78.834438,191.3,137,3
143,0,1,415.4,2.86,31,42.954366,-78.834467,191.3,137,2
144,0,1,417.95,2.86,31,42.954372,-78.834495,191.3,137,3
145,0,1,417.95,2.86,31,42.954376,-78.834523,191.2,138,3
146,0,1,417.95,2.86,31,42.954378,-78.834549,191.2,138,3
147,0,1,420.46,2.87,31,42.954377,-78.834574,191.1,139,3
148,0,1,422.7,2.87,32,42.954374,-78.834598,191.1,138,3
149,0,1,428.12,2.87,32,42.954367,-78.83462,191.1,138,2
150,0,1,430.2,2.87,32,42.954359,-78.834641,191.0,139,3
151,0,1,432.36,2.86,32,42.954348,-78.834661,191.0,140,3
152,0,1,437.55,2.88,33,42.954334,-78.834679,190.9,140,3
153,0,1,440.05,2.89,33,42.954319,-78.834696,190.9,140,3
154,0,1,442.63,2.87,33,42.954301,-78.834711,190.8,138,2
155,0,1,444.41,2.86,33,42.954282,-78.834723,190.8,136,3
156,0,1,449.77,2.86,34,42.954262,-78.83473,190.8,138,3
157,0,1,452.61,2.85,34,42.954242,-78.83473,190.7,139,3
158,0,1,455.17,2.88,34,42.954221,-78.834722,190.7,139,3
159,0,1,457.53,2.89,34,42.9542,-78.834708,190.7,139,3
160,0,1,459.71,2.9,34,42.954179,-78.834692,190.8,138,3
161,0,1,462.23,2.89,35,42.954157,-78.834675,190.8,139,3
162,0,1,464.97,2.88,35,42.954136,-78.83466,190.8,139,2
163,0,1,467.52,2.88,35,42.954114,-78.834648,190.9,137,3
164,0,1,470.31,2.88,35,42.954092,-78.834637,190.9,137,3
165,0,1,473.47,2.88,36,42.954069,-78.834628,191.0,136,3
166,0,1,476.69,2.88,36,42.954045,-78.834619,191.0,136,3
167,0,1,479.48,2.88,36,42.954021,-78.83461,191.0,137,3
168,0,1,482.59,2.87,36,42.953995,-78.8346,191.1,136,2
169,0,1,485.78,2.87,36,42.953969,-78.83459,191.1,135,3
170,0,1,488.98,2.87,37,42.953942,-78.834578,191.1,135,3
171,0,1,492.32,2.87,37,42.953914,-78.834566,191.2,136,3
172,0,1,495.95,2.86,37,42.953885,-78.834553,191.2,138,3
173,0,1,499.56,2.86,38,42.953857,-78.834539,191.3,138,3
174,0,1,502.77,2.88,38,42.953829,-78.834525,191.3,138,3
175,0,1,505.68,2.88,38,42.953801,-78.83451,191.4,139,3
176,0,1,508.52,2.87,38,42.953773,-78.834496,191.4,140,2
177,0,1,511.34,2.86,38,42.953747,-78.834481,191.4,139,3
178,0,1,514.43,2.85,39,42.953721,-78.834467,191.5,139,3
179,0,1,517.29,2.85,39,42.953695,-78.834453,191.5,140,3
180,0,1,520.52,2.85,39,42.953671,-78.834439,191.5,141,3
181,0,1,523.74,2.85,39,42.953647,-78.834425,191.6,140,3
182,0,1,526.81,2.85,40,42.953624,-78.834412,191.6,139,2
183,0,1,530.07,2.85,40,42.953601,-78.834399,191.6,137,3
184,0,1,532.81,2.85,40,42.953578,-78.834387,191.7,137,3
185,0,1,535.41,2.85,40,42.953556,-78.834375,191.7,139,3
186,0,1,535.41,2.86,40,42.953534,-78.834363,191.7,139,3
187,0,1,535.41,2.86,40,42.953512,-78.834352,191.7,138,3
