time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,42.953679,-78.829518,196.2,100,0
1,0,1,0.0,0.0,0,42.953691,-78.82952,196.2,100,0
2,0,1,2.11,1.1,0,42.953703,-78.829529,196.2,102,0
3,0,1,4.58,1.39,0,42.953716,-78.829543,196.2,103,0
4,0,1,7.33,1.74,0,42.953729,-78.829564,196.2,104,0
5,0,1,10.19,2.18,0,42.953743,-78.829588,196.2,105,0
6,0,1,13.17,2.46,1,42.953756,-78.829617,196.2,107,9
7,0,1,16.26,2.71,1,42.95377,-78.82965,196.2,108,3
8,0,1,19.41,2.94,1,42.953784,-78.829685,196.2,109,2
9,0,1,22.6,3.08,1,42.953798,-78.829722,196.2,108,3
10,0,1,25.82,3.08,2,42.953812,-78.829761,196.1,109,3
11,0,1,29.06,3.12,2,42.953827,-78.8298,196.1,109,3
12,0,1,32.32,3.16,2,42.953841,-78.829839,196.1,112,3
13,0,1,35.61,3.19,2,42.953856,-78.829878,196.1,114,3
14,0,1,38.92,3.27,3,42.953871,-78.829916,196.1,117,3
15,0,1,42.23,3.24,3,42.953886,-78.829952,196.1,119,3
16,0,1,45.54,3.16,3,42.953901,-78.829987,196.1,123,3
17,0,1,48.83,3.14,3,42.953916,-78.83002,196.1,121,3
18,0,1,52.11,3.07,4,42.953931,-78.830053,196.1,120,3
19,0,1,55.39,2.98,4,42.953947,-78.830085,196.1,120,3
20,0,1,58.69,3.06,4,42.953963,-78.830118,196.2,120,3
21,0,1,61.99,3.14,4,42.953979,-78.830151,196.2,122,3
22,0,1,65.3,3.15,5,42.953995,-78.830185,196.2,124,3
23,0,1,68.61,3.16,5,42.954011,-78.830219,196.2,125,3
24,0,1,71.92,3.17,5,42.954027,-78.830255,196.2,127,2
25,0,1,75.23,3.2,5,42.954044,-78.830291,196.3,128,4
26,0,1,78.54,3.22,6,42.95406,-78.830329,196.3,127,2
27,0,1,81.85,3.24,6,42.954076,-78.830367,196.3,128,3
28,0,1,85.16,3.25,6,42.954091,-78.830405,196.3,129,3
29,0,1,88.47,3.25,6,42.954107,-78.830445,196.3,131,3
30,0,1,91.78,3.25,7,42.954122,-78.830485,196.3,132,2
31,0,1,95.09,3.24,7,42.954136,-78.830526,196.3,133,3
32,0,1,98.4,3.23,7,42.954149,-78.830568,196.3,135,3
33,0,1,101.71,3.25,7,42.954161,-78.830611,196.3,139,3
34,0,1,105.02,3.29,8,42.954172,-78.830655,196.2,140,3
35,0,1,108.33,3.34,8,42.954182,-78.830699,196.1,141,3
36,0,1,111.65,3.36,8,42.954191,-78.830743,196.0,140,3
37,0,1,114.96,3.38,8,42.954198,-78.830788,196.0,140,3
38,0,1,118.28,3.4,9,42.954204,-78.830832,195.9,141,3
39,0,1,121.59,3.4,9,42.954208,-78.830875,195.8,141,3
40,0,1,124.91,3.4,9,42.954211,-78.830917,195.7,145,3
41,0,1,128.23,3.38,9,42.954213,-78.830958,195.6,147,3
42,0,1,131.55,3.38,10,42.954213,-78.830996,195.5,146,3
43,0,1,134.87,3.37,10,42.954212,-78.831034,195.4,150,3
44,0,1,138.19,3.35,10,42.954209,-78.83107,195.3,151,3
45,0,1,141.51,3.32,10,42.954207,-78.831106,195.3,150,3
46,0,1,144.82,3.3,11,42.954204,-78.831144,195.2,152,3
47,0,1,148.14,3.29,11,42.954201,-78.831182,195.1,151,3
48,0,1,151.46,3.28,11,42.954199,-78.831222,195.0,150,2
49,0,1,154.77,3.28,11,42.954197,-78.831265,194.9,151,3
50,0,1,158.09,3.28,12,42.954196,-78.83131,194.8,151,3
51,0,1,161.11,3.28,12,42.954196,-78.831356,194.7,153,3
52,0,1,164.66,3.27,12,42.954196,-78.831403,194.6,153,3
53,0,1,168.16,3.28,12,42.954196,-78.831451,194.5,153,3
54,0,1,171.64,3.28,13,42.954197,-78.831499,194.4,154,3
55,0,1,175.03,3.28,13,42.954198,-78.831546,194.2,151,3
56,0,1,175.03,3.29,13,42.954199,-78.831592,194.1,153,2
57,0,1,175.03,3.29,13,42.954201,-78.831638,194.0,153,4
58,0,1,178.74,3.3,13,42.954203,-78.831684,193.9,155,2
59,0,1,182.36,3.31,13,42.954206,-78.831729,193.9,154,4
60,0,1,185.95,3.32,14,42.954209,-78.831775,193.8,154,2
61,0,1,185.95,3.32,14,42.954213,-78.83182,193.8,156,4
62,0,1,185.95,3.33,14,42.954217,-78.831866,193.7,155,2
63,0,1,189.42,3.33,14,42.954222,-78.831912,193.6,156,3
64,0,1,201.15,3.34,15,42.954227,-78.831959,193.6,154,3
